00000370,00000001,000ffffd,18
00000a58,00000001,000ffffe,2162279
00000a20,00000002,000ffffe,2163056
00000a2c,000001f1,000800e7,2163111
00000a48,00000001,000ffffe,2163515
000009f0,00000002,000ffffe,2164018
00000a40,00000001,000ffffe,2164508
00000a00,00000001,000ffffe,2164754
00000a40,00000001,000ffffe,2165117
00000a40,00000001,000ffffe,2165299
00000a4c,00000001,000ffffe,2165630
00000a40,00000001,000ffffe,2165796
00000a00,00000001,000ffffe,2166119
00000a4c,00000001,000ffffe,2166281
00000a48,00000001,000ffffe,2166602
00000a48,00000001,000ffffe,2166763
00000a34,00000001,000ffffe,2166844
000009d0,00000001,000ffffe,2166906
00000a48,00000001,000ffffe,2166917
000009fc,0000000e,000801d6,2166936
00000a4c,00000001,000ffffe,2167198
000009fc,0000000e,000801d5,2167349
00000a2c,00000261,000800b3,2167493
00000a34,00000001,000ffffe,2167677
00000a48,00000001,000ffffe,2167848
00000a20,00000002,000ffffe,2167935
00000a50,00000001,000ffffe,2168249
000009fc,0000000e,000801d7,2168420
00000a48,00000001,000ffffe,2168758
00000a18,00000001,000ffffe,2168934
00000a00,00000001,000ffffe,2169262
00000a20,00000002,000ffffe,2169699
00000a3c,00000001,000ffffe,2170156
00000a50,00000001,000ffffe,2170657
00000a4c,00000001,000ffffe,2170908
00000a4c,00000001,000ffffe,2171034
000009d0,00000001,000ffffe,2171337
00000a4c,00000001,000ffffe,2171489
00000a40,00000001,000ffffe,2171837
000009e8,00000001,000ffffe,2172283
00000a3c,00000001,000ffffe,2172746
000009fc,0000000e,000801d6,2172991
00000a3c,00000001,000ffffe,2173334
000009d0,00000001,000ffffe,2173752
00000a34,00000001,000ffffe,2174201
00000a3c,00000001,000ffffe,2174426
00000a40,00000001,000ffffe,2174539
00000a48,00000001,000ffffe,2174596
00000a4c,00000001,000ffffe,2174625
00000a50,00000001,000ffffe,2174640
01000b48,00000002,000ffffe,2174925
01000b78,00000002,000ffffe,2175335
00000a2c,00000303,00080151,2175418
01000b58,00000001,000ffffe,2175811
01000b70,00000001,000ffffe,2176050
01000ba8,00000001,000ffffe,2176170
01000b48,00000002,000ffffe,2176471
01000b28,00000001,000ffffe,2176860
01000b48,00000002,000ffffe,2177328
01000ba4,00000001,000ffffe,2177561
01000b70,00000001,000ffffe,2177918
01000ba8,00000001,000ffffe,2178097
01000b70,00000001,000ffffe,2178187
01000b28,00000001,000ffffe,2178504
01000b70,00000001,000ffffe,2178663
01000b40,00000001,000ffffe,2178743
01000b48,00000002,000ffffe,2179056
01000b78,00000002,000ffffe,2179452
01000ba0,00000001,000ffffe,2179921
01000ba0,00000001,000ffffe,2180428
01000ba8,00000001,000ffffe,2180682
01000b48,00000002,000ffffe,2181050
01000b40,00000001,000ffffe,2181233
01000ba0,00000001,000ffffe,2181565
01000ba4,00000001,000ffffe,2182003
01000b94,00000001,000ffffe,2182462
01000ba4,00000001,000ffffe,2182692
01000b54,0000000e,000801d6,2183060
01000ba8,00000001,000ffffe,2183225
01000b54,0000000e,000801d5,2183567
01000b28,00000001,000ffffe,2183719
01000ba8,00000001,000ffffe,2183802
01000ba8,00000001,000ffffe,2183844
01000b8c,00000001,000ffffe,2184105
01000b98,00000001,000ffffe,2184236
01000b78,00000002,000ffffe,2184303
01000b54,0000000e,000801d6,2184620
01000b48,00000002,000ffffe,2184761
01000b94,00000001,000ffffe,2184837
01000b78,00000002,000ffffe,2184877
01000ba4,00000001,000ffffe,2184896
01000ba0,00000001,000ffffe,2185178
01000b58,00000001,000ffffe,2185591
01000ba4,00000001,000ffffe,2185798
01000b58,00000001,000ffffe,2185902
01000b48,00000002,000ffffe,2186195
01000b98,00000001,000ffffe,2187045
01000b48,00000002,000ffffe,2187279
01000b84,00000305,00080069,2187352
01000b98,00000001,000ffffe,2187454
01000ba4,00000001,000ffffe,2187484
01000b70,00000001,000ffffe,2187771
01000b94,00000001,000ffffe,2187915
01000b84,00000305,00080080,2188167
01000b28,00000001,000ffffe,2188259
01000b98,00000001,000ffffe,2188703
01000b54,0000000e,000801d5,2189681
01000b54,0000000e,000801d6,2189933
01000b84,00000305,000800f8,2189937
01000b70,00000001,000ffffe,2190286
01000b70,00000001,000ffffe,2190709
01000b58,00000001,000ffffe,2191299
01000b84,00000305,00080169,2191693
01000ba8,00000001,000ffffe,2191728
01000b40,00000001,000ffffe,2191943
01000ba0,00000001,000ffffe,2192051
01000ba0,00000001,000ffffe,2192345
01000b54,0000000e,000801d5,2192745
01000b40,00000001,000ffffe,2192926
01000b78,00000002,000ffffe,2193296
01000b78,00000002,000ffffe,2193481
01000b40,00000001,000ffffe,2193573
01000b78,00000002,000ffffe,2193621
01000b48,00000002,000ffffe,2193645
01000b78,00000002,000ffffe,2193929
01000ba0,00000001,000ffffe,2194342
01000b28,00000001,000ffffe,2194821
01000ba8,00000001,000ffffe,2195061
01000b94,00000001,000ffffe,2195421
01000b78,00000002,000ffffe,2195842
01000b8c,00000001,000ffffe,2196291
01000ba4,00000001,000ffffe,2196788
01000b94,00000001,000ffffe,2197037
01000b8c,00000001,000ffffe,2197162
01000b40,00000001,000ffffe,2197225
01000b70,00000001,000ffffe,2197257
01000b98,00000001,000ffffe,2197545
01000b78,00000002,000ffffe,2197962
01000ba4,00000001,000ffffe,2198953
01000b84,00000305,000800f9,2199213
01000b58,00000001,000ffffe,2199449
01000ba8,00000001,000ffffe,2199937
01000b58,00000001,000ffffe,2200421
01000b98,00000001,000ffffe,2200903
01000ba4,00000001,000ffffe,2201384
01000b40,00000001,000ffffe,2201625
01000b98,00000001,000ffffe,2201746
01000b40,00000001,000ffffe,2201807
01000b58,00000001,000ffffe,2201838
01000b78,00000002,000ffffe,2201855
01000b54,0000000e,000801d5,2202147
01000b94,00000001,000ffffe,2202546
01000b8c,00000001,000ffffe,2203024
01000ba4,00000001,000ffffe,2203535
01000b48,00000002,000ffffe,2203792
01000b78,00000002,000ffffe,2204160
01000ba0,00000001,000ffffe,2205035
01000b84,00000305,000800e3,2205355
01000b48,00000002,000ffffe,2205534
01000ba4,00000001,000ffffe,2206022
01000b70,00000001,000ffffe,2206267
01000b48,00000002,000ffffe,2206391
01000b8c,00000001,000ffffe,2206452
01000b98,00000001,000ffffe,2206723
01000b78,00000002,000ffffe,2206860
01000b98,00000001,000ffffe,2207199
01000b84,0000ec44,000800be,2207604
01000b40,00000001,000ffffe,2207641
01000b28,00000001,000ffffe,2208102
01000b58,00000001,000ffffe,2208333
01000b8c,00000001,000ffffe,2208449
01000ba4,00000001,000ffffe,2208747
01000b78,00000002,000ffffe,2209137
01000b70,00000001,000ffffe,2209331
01000b70,00000001,000ffffe,2209429
01000ba0,00000001,000ffffe,2209718
01000b48,00000002,000ffffe,2209864
01000b70,00000001,000ffffe,2209936
01000b28,00000001,000ffffe,2209973
01000b70,00000001,000ffffe,2209992
01000b40,00000001,000ffffe,2210002
01000ba4,00000001,000ffffe,2210279
01000ba0,00000001,000ffffe,2210418
01000b8c,00000001,000ffffe,2210488
01000b54,0000000e,000801d5,2211311
01000b98,00000001,000ffffe,2211473
01000b28,00000001,000ffffe,2211561
01000b84,00000305,000800f2,2211567
01000b84,00000305,00080145,2211721
01000b8c,00000001,000ffffe,2211877
01000ba0,00000001,000ffffe,2212275
01000b78,00000002,000ffffe,2212747
01000b40,00000001,000ffffe,2212982
01000b94,00000001,000ffffe,2213340
01000b70,00000001,000ffffe,2213759
01000b70,00000001,000ffffe,2213969
01000b40,00000001,000ffffe,2214346
01000b8c,00000001,000ffffe,2214535
01000b70,00000001,000ffffe,2214630
01000ba0,00000001,000ffffe,2214678
01000b94,00000001,000ffffe,2214942
01000b58,00000001,000ffffe,2215346
01000b48,00000002,000ffffe,2215821
01000b58,00000001,000ffffe,2216329
01000b78,00000002,000ffffe,2216713
01000b48,00000002,000ffffe,2217017
01000b84,00000305,000801bd,2217356
01000bd0,00000001,000ffffe,2217408
01000b70,00000001,000ffffe,2217876
01000b58,00000001,000ffffe,2218382
01000ba8,00000001,000ffffe,2219122
01000ba0,00000001,000ffffe,2219246
01000b70,00000001,000ffffe,2219548
01000b84,00000305,000801ae,2219647
01000b40,00000001,000ffffe,2219939
01000b40,00000001,000ffffe,2220135
01000bf0,00000001,000ffffe,2220505
01000b94,00000001,000ffffe,2220930
01000ba4,00000001,000ffffe,2221143
01000b48,00000002,000ffffe,2221305
01000b54,0000000e,000801d6,2221584
01000ba0,00000001,000ffffe,2221705
01000b84,00000305,000801cd,2222022
01000bb0,00000001,000ffffe,2222044
01000ba8,00000001,000ffffe,2222214
01000b48,00000002,000ffffe,2222540
01000ba0,00000001,000ffffe,2222702
01000b94,00000001,000ffffe,2222784
01000ba0,00000001,000ffffe,2223097
01000b28,00000001,000ffffe,2223254
01000b94,00000001,000ffffe,2223333
01000ba4,00000001,000ffffe,2223633
01000b8c,00000001,000ffffe,2224035
01000b84,00000305,00080164,2224145
01000b48,00000002,000ffffe,2224509
01000b40,00000001,000ffffe,2224745
01000b8c,00000001,000ffffe,2224864
01000ba4,00000001,000ffffe,2224924
01000ba8,00000001,000ffffe,2225194
01000b28,00000001,000ffffe,2225601
01000b8c,00000001,000ffffe,2225805
000009c8,00000001,000ffffe,2226179
00000a48,00000001,000ffffe,2226606
000009e8,00000001,000ffffe,2226820
000009f0,00000002,000ffffe,2227200
000009fc,0000000e,000801dc,2227402
000009f0,00000002,000ffffe,2227725
000009f0,00000002,000ffffe,2227893
00000a00,00000001,000ffffe,2228216
00000a48,00000001,000ffffe,2228650
00000a20,00000002,000ffffe,2229108
00000a00,00000001,000ffffe,2229336
00000a3c,00000001,000ffffe,2229509
00000a2c,0000013b,00080084,2229765
00000a18,00000001,000ffffe,2229778
000009d0,00000001,000ffffe,2229913
00000a18,00000001,000ffffe,2229981
00000a00,00000001,000ffffe,2230680
00000a18,00000001,000ffffe,2230877
00000a20,00000002,000ffffe,2230977
000009ac,00000001,000ffffe,2231026
00000a20,00000002,000ffffe,2231292
00000a20,00000002,000ffffe,2231425
000009fc,0000000e,000801dc,2231504
00000a3c,00000001,000ffffe,2231525
000009d0,00000001,000ffffe,2231782
00000a40,00000001,000ffffe,2231911
00000a18,00000001,000ffffe,2231976
00000a40,00000001,000ffffe,2232009
00000a50,00000001,000ffffe,2232026
00000a34,00000001,000ffffe,2232035
00000a50,00000001,000ffffe,2232040
000009f0,00000002,000ffffe,2232044
00000a00,00000001,000ffffe,2232045
00000a00,00000001,000ffffe,2232318
000009e8,00000001,000ffffe,2232455
000009d0,00000001,000ffffe,2232524
00000a48,00000001,000ffffe,2232577
00000a18,00000001,000ffffe,2232858
00000a2c,000001ab,000800ee,2232985
00000a20,00000002,000ffffe,2233000
00000a34,00000001,000ffffe,2233106
000009d0,00000001,000ffffe,2233364
00000a2c,000001b9,0008011b,2233510
000009f0,00000002,000ffffe,2233766
000009fc,0000000e,000801dc,2234080
00000a4c,00000001,000ffffe,2234118
00000a40,00000001,000ffffe,2234144
000009e8,00000001,000ffffe,2234429
00000a2c,000001d5,0008011b,2234434
00000a48,00000001,000ffffe,2234572
00000a50,00000001,000ffffe,2234644
00000a50,00000001,000ffffe,2234952
00000a34,00000001,000ffffe,2235346
00000a34,00000001,000ffffe,2235815
00000a4c,00000001,000ffffe,2236050
00000a00,00000001,000ffffe,2236168
00000a3c,00000001,000ffffe,2236467
00000a4c,00000001,000ffffe,2236617
00000a3c,00000001,000ffffe,2236964
00000a34,00000001,000ffffe,2237138
00000a50,00000001,000ffffe,2237465
00000a3c,00000001,000ffffe,2237629
000009f0,00000002,000ffffe,2237952
00000a34,00000001,000ffffe,2238384
000009e8,00000001,000ffffe,2238601
00000a4c,00000001,000ffffe,2238710
00000a48,00000001,000ffffe,2238765
00000a48,00000001,000ffffe,2238793
00000a40,00000001,000ffffe,2239079
00000a4c,00000001,000ffffe,2239494
00000a40,00000001,000ffffe,2239702
00000a34,00000001,000ffffe,2240078
00000a3c,00000001,000ffffe,2240506
00000a34,00000001,000ffffe,2240960
00000a40,00000001,000ffffe,2241459
00000a34,00000001,000ffffe,2241709
000009f0,00000002,000ffffe,2242075
000009fc,0000000e,000801dd,2242270
00000a48,00000001,000ffffe,2242349
00000a48,00000001,000ffffe,2243266
00000a2c,000002a7,00080185,2243345
00000a4c,00000001,000ffffe,2243638
00000a2c,000002b5,000800ef,2243758
00000a00,00000001,000ffffe,2244064
000009f0,00000002,000ffffe,2244518
00000a18,00000001,000ffffe,2244744
000009d0,00000001,000ffffe,2244858
000009fc,0000000e,000801dd,2245168
00000a4c,00000001,000ffffe,2245304
000009fc,0000000e,000801de,2245392
00000a50,00000001,000ffffe,2245417
00000a50,00000001,000ffffe,2245676
000009fc,0000000e,000801dd,2245819
00000a00,00000001,000ffffe,2246143
00000a18,00000001,000ffffe,2246312
00000a50,00000001,000ffffe,2246397
000009d0,00000001,000ffffe,2246440
00000a34,00000001,000ffffe,2246462
00000a48,00000001,000ffffe,2246745
00000a50,00000001,000ffffe,2246887
00000a50,00000001,000ffffe,2247230
000009fc,0000000e,000801dd,2247415
01000b40,00000001,000ffffe,2248381
00000a2c,00000311,0008018d,2248512
01000b40,00000001,000ffffe,2248762
01000b98,00000001,000ffffe,2248953
01000b8c,00000001,000ffffe,2249049
01000b78,00000002,000ffffe,2249370
01000ba0,00000001,000ffffe,2249769
01000bf0,00000001,000ffffe,2250241
01000b8c,00000001,000ffffe,2250749
01000b94,00000001,000ffffe,2251243
01000b78,00000002,000ffffe,2251731
01000b94,00000001,000ffffe,2251974
01000b70,00000001,000ffffe,2252757
01000b78,00000002,000ffffe,2252969
01000b28,00000001,000ffffe,2253074
01000b84,00000313,00080151,2253122
01000ba8,00000001,000ffffe,2253367
01000b54,0000000e,000801dd,2253527
01000b8c,00000001,000ffffe,2253897
01000b94,00000001,000ffffe,2254052
01000b54,0000000e,000801df,2254143
01000b84,00000313,000800a5,2254374
01000b54,0000000e,000801dd,2254454
01000b70,00000001,000ffffe,2254597
01000b70,00000001,000ffffe,2254947
01000b40,00000001,000ffffe,2255394
01000b40,00000001,000ffffe,2255618
01000b58,00000001,000ffffe,2256002
01000b48,00000002,000ffffe,2256435
01000b28,00000001,000ffffe,2257390
01000b84,00000313,000800f8,2257676
01000b28,00000001,000ffffe,2257880
01000b78,00000002,000ffffe,2258366
01000ba0,00000001,000ffffe,2258608
01000ba0,00000001,000ffffe,2259031
01000b8c,00000001,000ffffe,2259182
01000b28,00000001,000ffffe,2259258
01000b84,00000313,00080186,2259516
01000b48,00000002,000ffffe,2259569
01000b48,00000002,000ffffe,2259964
01000b58,00000001,000ffffe,2260161
01000b8c,00000001,000ffffe,2260532
01000ba4,00000001,000ffffe,2260718
01000b94,00000001,000ffffe,2261051
01000b8c,00000001,000ffffe,2261218
01000b70,00000001,000ffffe,2261302
01000ba0,00000001,000ffffe,2261616
01000b48,00000002,000ffffe,2262014
01000b48,00000002,000ffffe,2262213
01000b58,00000001,000ffffe,2262312
01000b28,00000001,000ffffe,2262602
01000b58,00000001,000ffffe,2262987
01000b40,00000001,000ffffe,2263180
01000b28,00000001,000ffffe,2263277
01000b58,00000001,000ffffe,2263351
01000b98,00000001,000ffffe,2263371
01000b28,00000001,000ffffe,2263375
01000b54,0000000e,000801de,2263377
01000b70,00000001,000ffffe,2263649
01000b8c,00000001,000ffffe,2264058
01000b84,00000313,00080143,2264112
01000b54,0000000e,000801df,2264276
01000b8c,00000001,000ffffe,2264366
01000b40,00000001,000ffffe,2264418
01000b40,00000001,000ffffe,2264684
01000b28,00000001,000ffffe,2265089
01000b58,00000001,000ffffe,2265292
01000b8c,00000001,000ffffe,2265394
01000b70,00000001,000ffffe,2265685
01000ba0,00000001,000ffffe,2265831
01000b54,0000000e,000801dd,2266189
01000b8c,00000001,000ffffe,2266349
01000ba0,00000001,000ffffe,2266436
01000ba8,00000001,000ffffe,2266480
01000b94,00000001,000ffffe,2266742
01000b54,0000000e,000801de,2267158
01000b94,00000001,000ffffe,2267347
01000b40,00000001,000ffffe,2267720
01000b78,00000002,000ffffe,2267908
01000b48,00000002,000ffffe,2268002
01000ba8,00000001,000ffffe,2268320
01000b48,00000002,000ffffe,2268481
01000b58,00000001,000ffffe,2268832
01000b40,00000001,000ffffe,2269280
01000b54,0000000e,000801df,2269757
01000b28,00000001,000ffffe,2270248
01000ba8,00000001,000ffffe,2270740
01000b94,00000001,000ffffe,2271226
01000ba8,00000001,000ffffe,2271709
01000b54,0000000e,000801de,2271964
01000ba0,00000001,000ffffe,2272312
01000b98,00000001,000ffffe,2272493
01000b54,0000000e,000801dd,2272597
01000b58,00000001,000ffffe,2272893
01000b98,00000001,000ffffe,2273025
01000b94,00000001,000ffffe,2273363
01000b84,00000313,000800f9,2273416
01000b48,00000002,000ffffe,2273805
01000b98,00000001,000ffffe,2274025
01000b94,00000001,000ffffe,2274136
01000b94,00000001,000ffffe,2274192
01000ba0,00000001,000ffffe,2274460
01000b8c,00000001,000ffffe,2274866
01000b58,00000001,000ffffe,2275579
01000ba8,00000001,000ffffe,2275938
01000ba0,00000001,000ffffe,2276118
01000b84,00000313,000801b5,2276127
01000b48,00000002,000ffffe,2276449
01000b70,00000001,000ffffe,2276885
01000ba0,00000001,000ffffe,2277104
01000b94,00000001,000ffffe,2277214
01000b98,00000001,000ffffe,2277509
01000b58,00000001,000ffffe,2277657
01000ba0,00000001,000ffffe,2278003
01000b8c,00000001,000ffffe,2278448
01000b58,00000001,000ffffe,2278671
01000b58,00000001,000ffffe,2278783
01000b78,00000002,000ffffe,2279080
01000ba8,00000001,000ffffe,2279467
01000b54,0000000e,000801df,2279946
01000b40,00000001,000ffffe,2280438
01000b48,00000002,000ffffe,2280692
01000b54,0000000e,000801df,2280831
01000ba0,00000001,000ffffe,2280882
01000b28,00000001,000ffffe,2281154
01000b48,00000002,000ffffe,2281563
01000ba8,00000001,000ffffe,2282038
01000b48,00000002,000ffffe,2282549
01000bdc,00000002,000ffffe,2283292
01000b28,00000001,000ffffe,2283655
01000b84,00000313,0008015b,2283829
01000bd0,00000001,000ffffe,2284077
01000b48,00000002,000ffffe,2284529
01000b58,00000001,000ffffe,2284754
01000b58,00000001,000ffffe,2285107
01000ba8,00000001,000ffffe,2285284
01000b58,00000001,000ffffe,2285373
01000b48,00000002,000ffffe,2285442
01000b28,00000001,000ffffe,2285453
01000b94,00000001,000ffffe,2285731
01000b28,00000001,000ffffe,2286142
01000b84,00000313,00080163,2286204
01000b98,00000001,000ffffe,2286348
01000b58,00000001,000ffffe,2286723
01000b98,00000001,000ffffe,2286911
01000b70,00000001,000ffffe,2287245
01000b98,00000001,000ffffe,2287684
01000b78,00000002,000ffffe,2287905
01000b58,00000001,000ffffe,2288717
01000b84,00000313,000800cd,2289072
01000b94,00000001,000ffffe,2289313
01000b84,00000313,00080082,2289719
01000b48,00000002,000ffffe,2289744
01000b94,00000001,000ffffe,2290198
01000b98,00000001,000ffffe,2290426
01000b28,00000001,000ffffe,2290780
01000b8c,00000001,000ffffe,2291197
01000b28,00000001,000ffffe,2291511
01000ba0,00000001,000ffffe,2291564
01000b98,00000001,000ffffe,2291591
01000b98,00000001,000ffffe,2291605
01000b94,00000001,000ffffe,2291884
01000b78,00000002,000ffffe,2292025
01000b84,00000313,000800be,2292192
01000ba4,00000001,000ffffe,2292366
01000b58,00000001,000ffffe,2292809
01000b48,00000002,000ffffe,2293032
01000b28,00000001,000ffffe,2293606
01000b28,00000001,000ffffe,2293942
01000b84,00000313,000801a7,2294200
01000b54,0000000e,000801dc,2294395
01000b40,00000001,000ffffe,2294842
01000b98,00000001,000ffffe,2295344
01000ba0,00000001,000ffffe,2295835
01000b48,00000002,000ffffe,2296082
01000b40,00000001,000ffffe,2296444
01000b40,00000001,000ffffe,2296626
01000b70,00000001,000ffffe,2297123
01000b78,00000002,000ffffe,2297447
01000ba0,00000001,000ffffe,2297608
01000b84,00000313,000800d5,2297743
01000b98,00000001,000ffffe,2297929
01000b54,0000000e,000801df,2298103
01000b28,00000001,000ffffe,2298171
01000ba8,00000001,000ffffe,2298212
01000b78,00000002,000ffffe,2298234
01000bdc,00000002,000ffffe,2298245
01000aec,00000001,000ffffe,2298250
01000b40,00000001,000ffffe,2298525
01000ba8,00000001,000ffffe,2298663
01000b58,00000001,000ffffe,2299004
000009d0,00000001,000ffffe,2299175
00000a3c,00000001,000ffffe,2299261
00000a3c,00000001,000ffffe,2299576
00000aa8,00000001,000ffffe,2299734
000009d0,00000001,000ffffe,2300085
000009e8,00000001,000ffffe,2300261
000009d0,00000001,000ffffe,2300589
000009f0,00000002,000ffffe,2301026
00000a4c,00000001,000ffffe,2301483
00000a3c,00000001,000ffffe,2301984
000009e8,00000001,000ffffe,2302235
000009e8,00000001,000ffffe,2302361
000009fc,0000000e,000801e5,2302677
00000a34,00000001,000ffffe,2302816
00000a50,00000001,000ffffe,2303164
00000a84,00011d9f,000800ed,2303405
00000a00,00000001,000ffffe,2303610
00000a4c,00000001,000ffffe,2304073
00000a50,00000001,000ffffe,2304305
00000a4c,00000001,000ffffe,2304661
000009fc,0000000e,000801e4,2305092
00000a48,00000001,000ffffe,2305528
00000a4c,00000001,000ffffe,2305753
00000a20,00000002,000ffffe,2305867
00000a34,00000001,000ffffe,2305952
